,date,station,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd_mode
465,2013-08-03,Changping,21.0417,42.0833,3.9583,25.0833,479.1667,144.7917,27.6417,994.6333,17.7958,0.0042,1.55,N
466,2013-08-03,Dongsi,31.9167,54.1667,6.7235,40.1875,983.8274,120.2917,27.8292,999.3958,19.3417,0.0,1.2708,SSW
467,2013-08-03,Huairou,30.125,64.8333,3.0417,16.35,508.3333,139.0,26.7667,994.6542,19.875,0.0,1.0167,SW
468,2013-08-04,Changping,33.2083,61.0417,9.6667,26.8333,666.6667,138.125,26.9542,991.3083,19.0708,0.4708,1.5083,NNE
469,2013-08-04,Dongsi,97.5,118.2917,7.9147,40.5339,985.4084,125.25,27.7292,995.9167,22.2875,0.4375,1.4667,SW
470,2013-08-04,Huairou,56.125,94.9167,3.7083,9.7917,620.8333,132.9583,26.0042,991.4,21.775,0.4125,1.0042,WSW
471,2013-08-05,Changping,38.75,56.875,6.7083,31.375,650.0,124.2083,26.5542,989.4083,20.0417,0.0,1.0542,SSW
472,2013-08-05,Dongsi,47.4167,51.0417,4.2174,39.8795,986.9895,123.9922,26.9958,994.1208,21.1375,0.0042,1.1583,E
473,2013-08-05,Huairou,41.2083,65.125,4.3333,13.6458,587.5,124.7917,25.7042,989.4917,21.8083,0.0,0.7792,ENE
474,2013-08-06,Changping,126.0,141.625,4.375,32.625,1066.6667,133.8958,28.4583,990.7417,23.8458,0.4792,1.1042,NNW
475,2013-08-06,Dongsi,147.9583,179.2917,4.5339,56.218,988.5705,101.6688,29.4833,995.2167,25.975,0.0,1.2833,ENE
476,2013-08-06,Huairou,120.875,143.7917,3.0178,18.7423,1022.9167,85.0617,27.775,990.9,25.675,0.4833,0.8625,NE
477,2013-08-07,Changping,22.75,36.0833,7.7917,23.3333,645.8333,47.4583,24.9,993.925,20.5458,0.0708,1.3042,NNW
478,2013-08-07,Dongsi,39.0417,35.2292,3.8972,38.0489,990.1515,65.5833,26.1542,998.1875,21.6625,0.0875,2.1875,NNW
479,2013-08-07,Huairou,29.0833,37.3333,3.0833,15.9583,514.5833,52.0703,24.1708,993.7167,23.0083,0.0875,0.9875,NE
480,2013-08-08,Changping,22.9583,37.7917,13.2083,14.4583,587.5,109.875,29.3292,991.4083,18.0417,0.0,1.8875,NW
481,2013-08-08,Dongsi,34.1667,68.125,10.5494,47.2318,991.7325,79.0833,28.8792,996.1,20.5708,0.0,1.6042,SW
482,2013-08-08,Huairou,26.5833,55.4583,4.75,18.4583,512.5,80.875,26.7875,991.5042,21.2292,0.0,1.45,NNE
483,2013-08-09,Changping,27.1667,48.125,15.125,13.9583,470.8333,110.1667,29.8667,992.3125,17.1708,0.0,1.4833,NNE
484,2013-08-09,Dongsi,55.0833,88.25,12.0547,42.9163,993.3136,107.9583,29.6875,996.9375,19.8375,0.0,1.2667,SW
485,2013-08-09,Huairou,28.6667,64.0417,4.25,20.4583,491.6667,103.1626,27.2458,992.5167,21.1625,0.0,1.1042,E
486,2013-08-10,Changping,89.4583,121.75,6.25,13.0625,795.8333,160.25,30.0875,995.9375,23.3042,0.0,1.2292,E
487,2013-08-10,Dongsi,95.9283,149.2907,16.3663,47.1062,994.8946,146.0188,30.2542,1000.625,24.2042,0.0,1.3083,NE
488,2013-08-10,Huairou,80.4167,128.5,3.9167,16.875,804.1667,93.3958,28.3042,996.1708,24.9792,0.0,1.0375,NW
489,2013-08-11,Changping,137.1667,129.7083,9.0833,21.625,1212.5,58.5,26.7208,997.1708,24.1458,0.6417,1.5125,ESE
490,2013-08-11,Dongsi,65.8605,90.5116,20.8845,22.1724,996.4756,181.071,27.9458,1001.7917,26.175,0.6875,1.6542,ESE
491,2013-08-11,Huairou,153.0,159.3125,3.0,11.1667,1387.5,41.375,26.8208,997.2292,26.6625,0.6542,1.2375,NNE
492,2013-08-12,Changping,56.9583,54.6667,4.1308,14.26,575.0,79.6537,26.9917,996.1083,22.9958,0.0042,1.3792,E
493,2013-08-12,Dongsi,29.0029,29.3227,10.2005,25.9207,998.0567,126.8084,27.0625,1000.9583,23.975,0.0,1.3583,S
494,2013-08-12,Huairou,63.2917,50.7917,3.0,15.5833,766.6667,65.4167,25.8958,996.2917,24.7875,0.0583,1.4083,SE
495,2013-08-13,Changping,97.875,97.4167,8.3333,21.9583,912.5,112.2917,28.1083,995.925,23.5292,0.1042,1.6167,ESE
496,2013-08-13,Dongsi,86.5833,94.0,12.5022,37.1854,1066.2467,102.9583,28.6125,1000.625,24.5583,0.0,1.4167,S
497,2013-08-13,Huairou,98.75,119.3333,4.2917,23.3333,991.6667,83.375,27.5875,996.0583,25.2083,0.0417,1.4583,ESE
498,2013-08-14,Changping,82.4167,92.7083,4.4583,27.2917,831.25,116.8949,28.7875,995.1917,24.0917,0.0,1.2708,ESE
499,2013-08-14,Dongsi,68.5833,109.2083,10.3333,40.7083,925.0,113.3333,29.25,999.8917,23.9542,0.0,1.7625,S
500,2013-08-14,Huairou,74.2917,97.0833,3.5833,22.9583,622.9167,90.6875,28.2292,995.35,25.5708,0.0042,1.3417,ENE
501,2013-08-15,Changping,125.5417,128.2917,8.375,19.625,1079.1667,117.5417,29.9208,993.7292,25.6333,0.0,1.4583,E
502,2013-08-15,Dongsi,119.4167,142.5833,6.7917,49.2083,1220.8333,139.7083,30.1917,998.3792,26.525,0.0917,1.2917,ESE
503,2013-08-15,Huairou,124.2083,140.5417,3.0,28.5833,891.6667,52.125,29.1333,993.8917,27.125,0.0,1.0875,E
504,2013-08-16,Changping,133.9583,129.4167,4.4167,20.6667,1183.3333,77.0,29.5292,988.9292,26.0,0.0,1.0792,ESE
505,2013-08-16,Dongsi,139.125,165.2917,5.9583,63.4167,1725.0,526.4167,28.8375,993.4875,27.2583,0.0375,1.2,E
506,2013-08-16,Huairou,119.5,140.2917,3.0,29.5833,841.6667,21.125,27.6583,989.0875,27.6167,0.0042,0.9375,E
507,2013-08-17,Changping,33.875,66.0417,8.9583,30.2917,545.8333,57.5208,30.6542,992.9833,15.2583,0.0,2.125,NNE
508,2013-08-17,Dongsi,48.875,70.9167,10.0833,40.0,804.1667,280.4583,31.9292,997.1583,15.1417,0.0,2.625,NW
509,2013-08-17,Huairou,43.25,53.2083,3.375,16.1667,354.1667,46.7917,29.5667,992.3833,17.6167,0.0,2.1792,WNW
510,2013-08-18,Changping,10.7917,24.75,4.1667,23.1667,466.6667,77.4167,29.3292,999.4042,14.4792,0.0,1.5667,N
511,2013-08-18,Dongsi,12.875,34.2083,6.0,18.4167,566.6667,87.8333,29.4375,1004.025,14.3958,0.0,1.5208,NE
512,2013-08-18,Huairou,8.7917,22.7917,3.6667,15.625,279.1667,62.4167,27.2958,999.4458,16.6583,0.0,1.25,E
513,2013-08-19,Changping,15.0833,32.125,5.375,30.2083,481.25,78.8053,28.2,1001.3333,13.6625,0.0,1.2208,E
514,2013-08-19,Dongsi,22.25,50.9167,7.3333,36.3333,720.8333,85.4303,28.5583,1006.05,14.925,0.0,1.1083,N
515,2013-08-19,Huairou,14.5417,28.25,4.125,21.75,731.5,55.2083,25.9333,1001.5167,17.0833,0.0,1.075,WNW
516,2013-08-20,Changping,78.7083,96.0833,7.5833,37.4167,1162.5,81.1667,25.3708,1000.5125,20.3083,0.0917,1.0458,NNW
517,2013-08-20,Dongsi,96.1667,139.2083,21.6667,43.7917,1458.3333,119.2083,27.1917,1005.0875,21.2875,0.05,1.5167,E
518,2013-08-20,Huairou,59.2917,94.4167,6.9167,34.2083,1226.8333,58.266,24.5917,1000.7583,21.5583,0.0792,1.1083,NNE
519,2013-08-21,Changping,93.5,82.125,5.25,28.25,1020.8333,100.5208,26.2708,999.1208,20.3583,0.0,1.3083,N
520,2013-08-21,Dongsi,107.9167,97.5,14.9583,54.125,1333.3333,83.0553,26.3917,1003.9292,21.5042,0.0167,1.0375,SW
521,2013-08-21,Huairou,97.25,99.2083,5.4167,26.5,891.6667,103.0,25.6208,999.1333,22.2958,0.0,1.2,WNW
522,2013-08-22,Changping,96.625,107.25,1.9583,44.7083,1043.75,45.9217,24.4667,1000.2167,20.6667,0.0083,0.6833,N
523,2013-08-22,Dongsi,120.9583,139.2083,12.3333,72.3333,1452.0833,43.5377,24.2458,1004.8708,22.1042,0.0042,0.95,ENE
524,2013-08-22,Huairou,121.2917,132.125,4.2083,41.9167,1000.0,33.8865,23.6,1000.2375,22.65,0.0,0.8375,NNE
525,2013-08-23,Changping,39.125,55.0833,6.0417,29.9583,758.3333,63.0417,27.9833,1000.3708,16.2708,0.0,1.1292,E
526,2013-08-23,Dongsi,60.875,72.25,9.375,44.0833,1012.5,56.125,27.7083,1005.0583,17.3083,0.0,1.4458,NE
527,2013-08-23,Huairou,38.4167,42.25,4.375,22.0833,612.5,43.0417,26.0833,1000.4333,17.9208,0.0,1.2833,WNW
528,2013-08-24,Changping,19.2917,39.5833,2.2083,27.125,529.1667,84.3333,27.8292,1000.3417,13.8792,0.0,1.1458,N
529,2013-08-24,Dongsi,35.4583,89.2917,9.0417,45.875,802.0833,75.3333,27.5167,1005.0542,15.75,0.0,1.2708,NNE
530,2013-08-24,Huairou,15.0417,32.375,2.7083,20.9167,500.0,56.2917,25.8583,1000.4042,16.3292,0.0,1.4375,W
531,2013-08-25,Changping,26.6667,55.8333,2.125,23.9583,533.3333,126.6875,28.125,997.5875,14.8125,0.0,1.5167,SSE
532,2013-08-25,Dongsi,42.2083,91.4167,10.9167,39.7083,881.25,119.9233,28.5375,1002.3917,16.45,0.0,1.7833,SSW
533,2013-08-25,Huairou,28.125,70.4583,4.2083,27.6667,583.3333,111.375,26.075,997.7792,17.8542,0.0,1.25,NW
534,2013-08-26,Changping,38.125,75.125,6.7083,12.875,712.5,139.2917,28.475,996.9208,16.0958,0.0,2.3125,ESE
535,2013-08-26,Dongsi,56.125,114.75,17.25,38.75,1079.1667,115.625,28.0208,1001.85,17.8667,0.0,2.2917,ESE
536,2013-08-26,Huairou,41.9167,92.7917,6.5,17.7083,785.4167,108.4467,26.7708,997.275,18.1708,0.0,1.975,SSE
537,2013-08-27,Changping,60.6667,84.875,17.9583,23.375,1345.8333,55.1868,23.5333,998.6458,19.9708,0.4958,1.9583,E
538,2013-08-27,Dongsi,59.375,80.875,15.375,47.875,1475.0,46.0833,24.6375,1003.3125,21.2792,0.0083,2.4167,ESE
539,2013-08-27,Huairou,53.3333,81.7917,13.4167,31.0,1337.5,37.4158,23.2917,998.9417,20.6417,0.2417,1.025,ESE
540,2013-08-28,Changping,70.0417,46.1667,8.4583,22.8333,1958.3333,41.7083,23.3667,991.0833,21.3542,0.6542,1.1958,E
541,2013-08-28,Dongsi,74.5833,71.2917,8.75,51.7083,2289.5833,26.9583,23.3458,995.8875,22.1625,0.6125,1.2583,ESE
542,2013-08-28,Huairou,58.5,49.375,7.0,32.7083,1787.5,33.5641,23.0625,991.225,22.3792,1.0042,1.0,NE
543,2013-08-29,Changping,19.4583,31.0,6.9583,22.9583,595.8333,39.1042,23.8167,994.6792,11.9208,0.0,2.8917,NW
544,2013-08-29,Dongsi,28.9167,41.8333,4.7917,31.2292,966.6667,40.625,24.7125,999.0417,11.7167,0.0,3.7625,WNW
545,2013-08-29,Huairou,22.9167,20.5833,1.7083,17.9167,645.8333,32.5,23.5042,994.1833,13.1625,0.0,1.8625,NW
546,2013-08-30,Changping,7.9167,15.3333,5.7083,14.3333,312.5,55.25,22.4417,1003.1583,10.35,0.0,1.7208,NNE
547,2013-08-30,Dongsi,9.125,22.625,1.2917,21.7083,495.8333,52.7083,23.0292,1007.8542,9.1375,0.0,2.0917,NW
548,2013-08-30,Huairou,6.4167,20.8333,2.25,15.5,329.1667,46.125,21.725,1002.9333,9.0083,0.0,1.3292,ESE
549,2013-08-31,Changping,10.4583,24.3333,15.375,20.5,391.6667,53.75,23.725,1003.1458,11.0458,0.0,1.2958,N
550,2013-08-31,Dongsi,18.9583,50.625,7.9167,42.7917,754.1667,47.7917,23.5375,1007.8375,10.1333,0.0,1.6792,NE
551,2013-08-31,Huairou,10.2917,27.0,3.125,21.1667,341.6667,41.8333,20.6542,1003.2958,12.0417,0.0,1.3625,NW
552,2013-09-01,Changping,29.375,55.5417,9.2083,22.5,750.0,67.875,22.4625,1004.7708,16.8,0.0292,1.1208,NNW
553,2013-09-01,Dongsi,45.5833,87.2917,15.375,45.25,1295.8333,92.1667,23.1375,1009.4375,14.7667,0.2083,1.4917,E
554,2013-09-01,Huairou,16.125,36.9583,3.875,19.375,516.6667,46.875,21.2542,1004.8667,13.7583,0.0,1.15,NW
555,2013-09-02,Changping,43.2917,59.25,7.75,27.7083,754.1667,97.6042,22.5333,1006.8,15.5292,0.0,1.2208,NW
556,2013-09-02,Dongsi,56.5417,76.375,18.75,44.4583,1183.3333,97.5417,22.4917,1011.6458,16.025,0.0,1.5917,SE
557,2013-09-02,Huairou,26.7083,50.5417,6.4167,17.8333,618.75,84.6237,21.6083,1006.9375,15.3208,0.0,0.9333,WNW
558,2013-09-03,Changping,90.5833,108.2083,4.5417,31.0417,1137.5,119.625,23.4167,1007.2625,17.1292,0.5167,1.275,E
559,2013-09-03,Dongsi,102.625,123.3333,22.4583,56.0,1466.6667,104.0417,23.4375,1012.0958,17.9417,0.0,1.525,SE
560,2013-09-03,Huairou,52.25,73.75,5.4583,21.5,754.1667,86.7083,22.0583,1007.4708,15.9125,0.0,1.0125,WNW
561,2013-09-04,Changping,54.9167,46.3333,1.0,26.6667,854.1667,74.2083,19.7708,1007.2667,17.8833,1.0667,1.1208,NNE
562,2013-09-04,Dongsi,71.4583,68.0833,15.0,49.9167,1287.5,70.5,20.3542,1012.0708,18.6125,0.3542,1.1625,SE
563,2013-09-04,Huairou,65.1667,68.5833,4.9583,28.9167,991.6667,69.875,20.4875,1007.1292,19.0583,0.2333,0.8958,WNW
564,2013-09-05,Changping,13.3333,22.0417,3.4167,18.625,545.8333,67.0,21.5833,1005.5042,15.2917,0.0792,1.4917,ESE
565,2013-09-05,Dongsi,21.5833,23.5,2.7083,29.625,766.6667,66.2917,20.8042,1010.5792,15.5208,0.3583,1.95,SE
566,2013-09-05,Huairou,18.7083,23.875,2.75,16.125,500.0,57.75,20.1667,1005.7125,16.4167,0.3125,0.9583,NE
567,2013-09-06,Changping,58.1667,61.375,7.3542,23.4167,1191.6667,79.4167,21.7208,1007.1542,16.4,0.0,1.6292,S
568,2013-09-06,Dongsi,66.9167,66.8333,12.375,47.9583,1729.1667,69.3333,21.0292,1012.2333,16.625,0.0792,1.2667,ENE
569,2013-09-06,Huairou,61.3333,67.25,6.625,33.625,1208.3333,60.2708,20.7125,1007.3458,17.675,0.0042,0.9292,SW
570,2013-09-07,Changping,54.625,59.125,2.1667,25.25,904.1667,72.25,22.7667,1007.975,15.2042,0.0,1.0875,NNW
571,2013-09-07,Dongsi,75.5417,84.75,6.875,57.375,1608.3333,80.3333,22.0958,1012.8875,15.4208,0.0,1.2083,ENE
572,2013-09-07,Huairou,44.4583,51.7917,4.0,11.375,800.0,59.9583,22.1,1008.0583,15.1875,0.0,0.8958,WNW
573,2013-09-08,Changping,70.5833,88.5417,12.3333,24.4167,1058.3333,82.9583,21.2042,1007.7333,16.6042,0.3167,1.0083,N
574,2013-09-08,Dongsi,113.75,142.5,23.625,79.375,2000.0,52.6667,21.7375,1012.4708,18.3833,0.0042,1.1792,ENE
575,2013-09-08,Huairou,50.4167,79.625,12.7917,12.6875,1012.5,66.25,20.4292,1007.6958,17.1333,0.1375,0.7,W
576,2013-09-09,Changping,69.2917,69.0,2.9583,28.9792,833.3333,63.75,21.35,1003.9667,17.4,0.0,1.0417,E
577,2013-09-09,Dongsi,79.8333,79.875,14.4583,41.9583,1066.6667,77.2917,21.8542,1008.875,17.225,0.0292,1.5167,ESE
578,2013-09-09,Huairou,88.75,89.5417,7.2917,25.0,1145.8333,59.4375,20.7458,1004.1375,18.3583,0.0,0.8792,SE
579,2013-09-10,Changping,39.5833,45.375,5.8333,31.4583,558.3333,33.6667,22.8292,1003.6583,11.5667,0.0,1.4833,N
580,2013-09-10,Dongsi,58.7917,80.5,10.2317,51.7359,724.0741,46.1724,22.875,1008.3375,11.6542,0.0,1.5667,NNE
581,2013-09-10,Huairou,66.0417,77.1667,3.5,27.9167,704.1667,35.5,21.9458,1003.525,13.8875,0.0,1.1917,WNW
582,2013-09-11,Changping,58.8333,86.4167,11.5,33.6667,812.5,86.2917,21.8833,1005.5042,13.8125,0.0,1.0625,N
583,2013-09-11,Dongsi,70.9583,109.3333,19.4749,60.8241,1269.6759,79.5244,22.6542,1010.4042,14.3542,0.0,1.7542,NE
584,2013-09-11,Huairou,63.2917,94.9167,13.0417,38.5417,987.5,70.9375,20.2583,1005.75,15.975,0.0,0.7708,NW
585,2013-09-12,Changping,137.0,156.7083,13.8333,56.4167,1358.3333,53.4167,21.375,1002.7292,17.4,0.4792,0.8167,E
586,2013-09-12,Dongsi,157.0833,186.0417,26.8333,80.25,1787.5,79.0625,22.875,1007.5,17.2917,0.525,1.4875,E
587,2013-09-12,Huairou,124.3333,139.7917,11.125,42.7917,1441.6667,45.1875,21.0875,1002.9667,19.2708,0.0333,0.9667,WNW
588,2013-09-13,Changping,72.2917,67.625,3.0417,34.7917,916.6667,16.1667,19.3833,997.6667,18.2542,0.0958,0.7292,ESE
589,2013-09-13,Dongsi,99.2083,109.7083,1.0,54.6667,1479.1667,24.9431,19.7625,1002.4292,19.0667,0.1,1.5625,E
590,2013-09-13,Huairou,72.9167,79.0417,2.3333,35.125,1008.3333,18.8333,19.1083,997.75,19.0083,0.0833,0.7958,NE
591,2013-09-14,Changping,30.7083,34.2917,3.375,36.2292,697.9167,29.7083,23.4208,999.8917,11.5458,0.0042,1.4667,N
592,2013-09-14,Dongsi,68.75,73.9583,1.0,53.25,1279.1667,33.125,23.075,1004.65,14.6833,0.0,1.4167,NE
593,2013-09-14,Huairou,30.5417,45.4167,2.0417,24.125,791.6667,25.0524,23.2042,999.825,11.2792,0.0042,1.7542,WNW
594,2013-09-15,Changping,21.4583,53.5417,6.2083,41.2083,508.3333,44.8391,20.4125,1004.9458,7.8625,0.0,1.1292,SE
595,2013-09-15,Dongsi,22.2917,52.4583,2.4583,46.1667,745.8333,41.6667,21.2542,1009.825,7.9708,0.0,1.6667,SE
596,2013-09-15,Huairou,16.625,50.6667,9.6667,28.5417,516.6667,38.7083,18.575,1005.1625,8.4292,0.0,0.9292,WNW
597,2013-09-16,Changping,43.2083,99.125,7.875,43.9226,870.8333,40.125,20.6833,1002.8167,14.2583,0.0,1.0417,NNW
598,2013-09-16,Dongsi,49.7083,91.0833,6.0,61.2917,1404.1667,35.4167,20.8625,1007.6583,15.0,0.0,1.2792,ENE
599,2013-09-16,Huairou,43.4167,90.1667,14.2083,40.5417,1275.0,37.25,20.0042,1002.9542,14.7208,0.0,0.8625,WNW
600,2013-09-17,Changping,89.5417,118.25,5.5,77.7024,1633.3333,9.7083,20.5958,1006.3333,17.5958,0.0,0.5958,N
601,2013-09-17,Dongsi,88.4583,114.625,4.0417,82.5833,2525.0,5.7826,20.2833,1011.1292,18.7042,0.125,0.9625,NE
602,2013-09-17,Huairou,69.3333,109.9583,8.75,47.125,1720.8333,16.4583,19.9583,1006.325,18.6958,0.0,0.7208,ESE
603,2013-09-18,Changping,115.0,102.25,8.9583,56.25,2154.1667,33.4167,21.4458,1009.9333,19.2667,0.5375,1.1625,ESE
604,2013-09-18,Dongsi,109.5417,95.0,3.7917,61.5417,2641.6667,35.0,21.45,1014.7042,20.1292,0.1625,1.2917,E
605,2013-09-18,Huairou,96.2083,112.875,10.4167,38.125,1900.0,38.7083,20.825,1010.025,20.2708,0.2833,0.875,W
606,2013-09-19,Changping,107.5417,87.8333,9.4583,40.9583,1793.5417,63.7618,21.8917,1004.3958,19.1333,0.1375,0.6375,N
607,2013-09-19,Dongsi,118.4167,110.4583,4.2917,42.8333,1983.2917,59.3773,21.8667,1009.2833,19.7667,0.0083,1.1458,NNE
608,2013-09-19,Huairou,105.1667,114.3333,14.375,34.9167,1779.0833,54.5797,21.3375,1004.4875,20.2125,0.0542,0.8958,WNW
609,2013-09-20,Changping,22.25,24.8333,1.7917,32.1667,416.6667,62.7917,22.4708,1006.5542,11.925,0.0,1.05,N
610,2013-09-20,Dongsi,57.9583,62.5417,1.0,51.7917,1041.5417,48.875,22.2917,1011.2875,15.1208,0.0,1.3917,N
611,2013-09-20,Huairou,35.8333,43.5833,1.625,17.0833,562.4583,48.5417,21.4208,1006.55,13.8375,0.0,0.9958,ENE
612,2013-09-21,Changping,29.9167,51.875,2.625,41.0,479.1667,91.4583,22.7375,1006.5875,14.0333,0.0,0.9583,N
613,2013-09-21,Dongsi,52.625,88.4167,1.6667,53.0833,1012.5,71.5417,23.1167,1011.5083,14.85,0.0,1.5708,WSW
614,2013-09-21,Huairou,39.7917,78.25,8.375,32.2083,558.3333,82.3333,21.5708,1006.7583,15.7625,0.0,0.9083,WNW
615,2013-09-22,Changping,77.7083,96.0,3.5833,60.125,1118.75,26.2708,20.0958,1006.3542,16.5167,0.0,0.8042,NNW
616,2013-09-22,Dongsi,69.7917,103.9583,1.0,87.5,1304.1667,15.5,20.8292,1011.1083,17.6542,0.0083,1.075,ENE
617,2013-09-22,Huairou,86.9167,114.375,11.125,44.5833,1604.1667,25.0,19.3542,1006.5083,18.25,0.0,0.6292,W
618,2013-09-23,Changping,23.0833,33.4167,2.375,43.0833,541.6667,17.25,16.1,1010.1875,8.9417,0.4083,1.675,NNW
619,2013-09-23,Dongsi,37.0833,47.5833,5.5417,43.5833,970.8333,13.8658,16.4,1014.5792,8.6958,0.3375,2.4792,NNW
620,2013-09-23,Huairou,22.4583,40.6667,1.625,20.7083,629.1667,21.2083,15.6167,1009.7792,10.7333,0.4417,0.7792,NE
621,2013-09-24,Changping,6.3333,16.2083,3.5833,41.0417,254.1667,31.7083,16.2083,1013.3,1.1667,0.0,1.8167,NNW
622,2013-09-24,Dongsi,14.0833,27.2917,5.125,38.875,587.5,24.1667,14.4833,1017.9917,3.5792,0.0,1.7208,NNW
623,2013-09-24,Huairou,6.4167,20.4583,1.125,21.0833,291.6667,31.1667,13.8875,1013.0583,4.875,0.0,0.975,WNW
624,2013-09-25,Changping,10.4583,33.75,7.375,39.5833,312.5,38.4583,17.4792,1011.425,-0.4417,0.0,1.8583,NNW
625,2013-09-25,Dongsi,11.0,33.375,4.125,43.9167,625.0,34.4583,16.3667,1016.5042,1.375,0.0,2.1917,SW
626,2013-09-25,Huairou,14.0417,55.25,5.3333,41.0417,408.3333,27.7083,14.8542,1011.4625,3.3625,0.0,1.45,NW
627,2013-09-26,Changping,35.5,73.8333,7.7971,47.6907,616.6667,41.5476,16.375,1007.825,5.9792,0.0,1.1125,N
628,2013-09-26,Dongsi,46.2083,88.25,16.0833,76.9167,1004.1667,32.875,16.3375,1012.6458,6.7458,0.0,1.1375,E
629,2013-09-26,Huairou,37.2917,81.7917,18.5417,43.7917,945.8333,39.8333,14.8292,1007.9958,7.3208,0.0,1.0167,WNW
630,2013-09-27,Changping,138.4583,162.3333,13.9984,66.1326,1345.8333,79.6026,17.2375,1002.6375,10.3708,0.0,1.025,NNW
631,2013-09-27,Dongsi,179.75,217.0,34.75,108.7917,2066.6667,71.4167,16.8042,1007.55,10.8917,0.0,1.2,ENE
632,2013-09-27,Huairou,158.8333,207.5,19.3125,48.625,1479.1667,97.9583,15.6667,1002.8792,10.6958,0.0,0.8625,WNW
633,2013-09-28,Changping,273.875,255.8333,11.2547,65.6989,1626.0417,64.2268,16.0417,1002.6333,12.1083,0.0,0.9583,NNW
634,2013-09-28,Dongsi,235.8333,244.75,24.3676,82.086,1525.0,67.0897,16.4208,1007.4042,11.8458,0.0,1.2042,ENE
635,2013-09-28,Huairou,239.8333,253.6667,10.208,47.5613,1541.6667,61.1238,15.2917,1002.775,12.5667,0.0,0.8375,NW
636,2013-09-29,Changping,245.875,206.0,10.8566,83.4602,1509.375,17.7672,17.2708,1008.9167,14.5042,0.0,0.4542,N
637,2013-09-29,Dongsi,231.0417,191.125,20.0417,86.75,1662.5,39.4167,17.7875,1013.65,14.6833,0.0,1.2333,NNE
638,2013-09-29,Huairou,203.4583,211.5833,4.6667,49.0833,1366.6667,29.8333,16.4083,1008.925,15.9458,0.0,0.6292,WNW
639,2013-09-30,Changping,136.2917,114.375,11.0866,57.0685,1458.3333,14.8944,18.6625,1009.75,16.45,0.0,0.8083,ESE
640,2013-09-30,Dongsi,145.7083,118.4167,34.8333,79.9583,1779.1667,29.875,18.9583,1014.6375,16.2333,0.0,1.0792,SE
641,2013-09-30,Huairou,112.6667,111.75,9.9642,47.3714,1264.5833,24.2555,18.3125,1009.9333,17.6417,0.0,0.725,WNW
642,2013-10-01,Changping,65.5417,58.5417,4.0472,33.0558,876.1905,34.5,18.1292,1008.3583,13.8958,0.0667,0.9042,N
643,2013-10-01,Dongsi,76.4167,75.5833,8.1667,56.5,1264.5833,25.9417,17.8625,1013.3042,15.3417,0.9375,1.375,E
644,2013-10-01,Huairou,51.0417,53.7917,1.5417,31.375,720.8333,28.669,17.2083,1008.3708,14.9917,0.3583,1.0417,ENE
645,2013-10-02,Changping,12.25,23.5208,4.2791,32.3851,438.1912,44.4714,17.275,1011.9917,2.7667,0.0,1.7208,NW
646,2013-10-02,Dongsi,20.0417,21.1875,6.0833,31.0,416.6667,44.9583,17.7,1016.8958,3.0167,0.0,2.1667,WSW
647,2013-10-02,Huairou,18.25,38.9583,1.9167,35.0833,470.8333,28.4583,15.225,1011.8917,6.5,0.0,1.1083,NW
648,2013-10-03,Changping,54.4583,77.375,21.9366,48.2789,1524.5072,42.4242,15.525,1009.2458,8.8042,0.0,1.4083,ESE
649,2013-10-03,Dongsi,68.4167,84.9167,31.125,56.8333,1541.6667,39.5,15.4708,1014.075,10.2583,0.0,1.775,ESE
650,2013-10-03,Huairou,41.0833,75.0417,19.125,33.4583,950.0,35.5417,14.6542,1009.425,8.9,0.0,0.9292,NW
651,2013-10-04,Changping,118.125,139.7917,19.6058,56.8234,1771.5278,45.3103,17.3167,1005.3667,12.5958,0.0,0.9083,E
652,2013-10-04,Dongsi,143.9583,162.5417,47.4167,78.0833,2516.6667,51.7917,16.3917,1010.2708,12.8708,0.0,1.1792,E
653,2013-10-04,Huairou,125.0,162.875,21.5833,35.5,1791.6667,44.7075,16.5958,1005.3875,12.6667,0.0,0.9375,WNW
654,2013-10-05,Changping,272.1667,277.9583,13.2425,54.8942,1961.8056,46.627,17.7917,1010.9917,13.4958,0.0,0.95,NNW
655,2013-10-05,Dongsi,292.2083,307.25,33.3333,112.875,2570.8333,65.5,17.1417,1015.7917,13.875,0.0,0.9125,ESE
656,2013-10-05,Huairou,239.875,263.4167,13.3333,27.1667,2220.8333,44.7083,16.9292,1011.1125,13.3792,0.0,0.8083,WNW
657,2013-10-06,Changping,199.9583,181.9167,14.2962,50.2656,1442.5,23.919,16.7,1013.6083,14.0042,0.0,0.9833,NNW
658,2013-10-06,Dongsi,255.0,197.75,28.5833,101.1667,2979.1667,26.1873,15.9833,1018.4292,15.0167,0.0,0.9625,E
659,2013-10-06,Huairou,182.25,180.0417,19.7917,20.5417,1920.8333,34.7226,16.2542,1013.625,13.625,0.0,1.0042,NW
660,2013-10-07,Changping,69.4583,74.125,2.4462,39.0233,922.5,24.2939,19.5958,1013.8583,7.35,0.0,1.6917,NW
661,2013-10-07,Dongsi,141.7917,95.1667,13.4167,56.1667,1483.3333,38.0,18.8208,1018.5917,9.7458,0.0,1.6792,ENE
662,2013-10-07,Huairou,68.6667,102.625,5.2083,14.875,883.3333,34.6667,18.4167,1013.8333,7.3042,0.0,1.5167,NNE
